y_act,T1,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T2,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T3,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T4,T40,T41,T42,T43,T44,T45,T46,T47,T5,T6,T7,T8,T9,TInf,vf,vsa,gsa,pld,lcd
125.8239727,0.009185185,0.017814815,0.018518519,0.019888889,0.020740741,0.020296296,0.02037037,0.018814815,0.019888889,0.019925926,0.010185185,0.027111111,0.00762963,0.006703704,0.007407407,0.00637037,0.005925926,0.006703704,0.004740741,0.004037037,0.003962963,0.003037037,0.025296296,0.001814815,7.41E-04,6.30E-04,5.93E-04,7.78E-04,7.78E-04,6.30E-04,7.04E-04,7.04E-04,6.30E-04,0.027259259,5.19E-04,7.41E-04,5.56E-04,5.93E-04,9.26E-04,4.07E-04,5.19E-04,7.41E-04,0.025148148,0.020777778,0.023740741,0.026444444,0.018074074,0.541,0.84,2248,5712,8,10.7
7.756368077,4.52E-05,0.003819184,0.004173971,0.004542672,0.005147898,0.005467902,0.006013997,0.007012271,0.00787837,0.008695773,0.004473106,0.001349584,0.004573977,0.004820937,0.004744414,0.004935721,0.004647021,0.005262682,0.005144419,0.005314857,0.0055966,0.00576008,0.001662632,0.006104433,0.006507917,0.007346189,0.007954893,0.008556641,0.009109692,0.010010574,0.010897543,0.012521913,0.014991513,0.002382642,0.016988062,0.019381139,0.024372513,0.030445641,0.040654479,0.058772992,0.096909174,0.340112558,0.003568745,0.003485266,0.004187884,0.004921808,0.003645268,0.145087236,0.96,796,9381,24.4,28.7
125.0603596,0.010604056,0.013580247,0.015145503,0.015498236,0.015299824,0.0170194,0.016402116,0.01712963,0.018606702,0.019312169,0.01031746,0.022574956,0.011044974,0.010934744,0.011375661,0.010934744,0.011089065,0.011772487,0.012147266,0.012081129,0.009854497,0.009435626,0.022751323,0.008686067,0.007120811,0.006503527,0.00696649,0.005357143,0.003858025,0.001962081,5.29E-04,3.75E-04,4.85E-04,0.024713404,3.97E-04,5.29E-04,3.31E-04,4.41E-04,3.53E-04,3.97E-04,4.63E-04,3.53E-04,0.023567019,0.018871252,0.01957672,0.021340388,0.013977072,0.507936508,0.82,1898,4758,9.5,12.9
144.7508814,0.001553819,0.007552083,0.008394097,0.009227431,0.010347222,0.011076389,0.012100694,0.012074653,0.012751736,0.013350694,0.006822917,0.005347222,0.006744792,0.006840278,0.007664931,0.007222222,0.007595486,0.007873264,0.008489583,0.008385417,0.009053819,0.009305556,0.005894097,0.010190972,0.010928819,0.011536458,0.012491319,0.013793403,0.014288194,0.016119792,0.017612847,0.020260417,0.022743056,0.007369792,0.025902778,0.030512153,0.037282986,0.045451389,0.058828125,0.070850694,0.053611111,0.015946181,0.008289931,0.007421875,0.008819444,0.009626736,0.007326389,0.267126736,0.93,1297,7008,16.3,19.5
142.1131713,0.006816905,0.00686866,0.00803685,0.008073818,0.008635732,0.009855677,0.010240144,0.010898175,0.011778014,0.012702215,0.006084938,0.009722592,0.006639458,0.006876054,0.007652382,0.00785201,0.007985094,0.008827966,0.009330731,0.00912371,0.009596901,0.009670837,0.009145891,0.010321474,0.010912962,0.011423121,0.012561737,0.013219768,0.014698489,0.015955402,0.017330612,0.019127259,0.021626298,0.00938988,0.025123473,0.028361873,0.03381096,0.040642652,0.051311626,0.058705232,0.048524236,0.019386035,0.009057167,0.007304883,0.008177328,0.009722592,0.0070535,0.29383669,0.92,1376,7026,14.4,21.3
136.5437026,0.006728778,0.012027351,0.012803749,0.014942247,0.016004686,0.015950202,0.014942247,0.016181759,0.017107987,0.016249864,0.008840035,0.013593767,0.009112455,0.009425738,0.009929716,0.010624387,0.010787839,0.011101122,0.012054593,0.012136319,0.013593767,0.013035306,0.012667538,0.015405361,0.016154517,0.015677781,0.017080745,0.01714885,0.019110276,0.018974066,0.019668737,0.019478043,0.02025444,0.013784461,0.017707312,0.014519996,0.008567615,0.002710581,6.67E-04,5.04E-04,3.81E-04,4.36E-04,0.013838945,0.012177182,0.014097744,0.016072791,0.010460935,0.405279503,0.89,1765,6246,11.4,14.9
144.5340649,6.41E-04,0.006212284,0.007020474,0.007699353,0.008362069,0.009197198,0.011153017,0.0121875,0.013022629,0.013518319,0.006109914,0.002300647,0.006460129,0.006427802,0.006686422,0.007176724,0.006853448,0.007586207,0.007764009,0.008006466,0.008545259,0.008954741,0.002790948,0.009445043,0.009897629,0.010258621,0.011417026,0.012758621,0.013459052,0.015059267,0.016950431,0.018545259,0.021578664,0.003755388,0.024730603,0.029450431,0.036298491,0.04512931,0.05627694,0.072419181,0.083917026,0.0759375,0.004547414,0.004375,0.005743534,0.007101293,0.005258621,0.231012931,0.94,1160,6673,18.5,23.1
146.0410058,7.57E-04,0.006406566,0.006928899,0.007659098,0.008389298,0.00891696,0.010084213,0.011059589,0.011368724,0.012216182,0.006230679,0.002270547,0.006289308,0.006598444,0.006507835,0.006331948,0.006678392,0.007163415,0.007328643,0.007632449,0.008176101,0.008426607,0.002862168,0.008709093,0.009849696,0.009993604,0.011102228,0.011741819,0.012823793,0.013889777,0.016352201,0.018073766,0.020045837,0.003789575,0.023936681,0.027854173,0.033962264,0.043401556,0.055345912,0.076825498,0.100932736,0.091962477,0.004509114,0.004322567,0.005974843,0.00684362,0.005548449,0.215925807,0.94,1106,7723,18.3,24.6
12.31615301,8.23E-04,0.005781626,0.006584897,0.007585378,0.008027898,0.008542569,0.009062049,0.009163059,0.00963444,0.010683021,0.005464165,0.002010582,0.005632516,0.005762386,0.006007696,0.006204906,0.005858586,0.006253006,0.006690717,0.006955267,0.007474747,0.007676768,0.002496392,0.008335738,0.008821549,0.009230399,0.0099519,0.010596441,0.011760462,0.012491582,0.014271284,0.016036556,0.018499278,0.002842713,0.021726792,0.025454545,0.030519481,0.038354978,0.051827802,0.073304473,0.111279461,0.157340067,0.003530544,0.003429533,0.004367484,0.005752766,0.004694565,0.195204425,0.95,1013,8538,19.8,25.1
129.5838539,0.005233615,0.014961747,0.016380016,0.017538603,0.019116678,0.019675995,0.019556142,0.019576117,0.018297677,0.019316434,0.010167596,0.015760772,0.011006572,0.009947864,0.011086475,0.01110645,0.010527157,0.009728132,0.010686962,0.009748107,0.011466011,0.010866743,0.016679651,0.010866743,0.010706938,0.011705719,0.011645792,0.010547132,0.009568327,0.006591958,0.004174907,6.99E-04,5.39E-04,0.020854557,6.79E-04,4.79E-04,4.79E-04,3.80E-04,5.99E-04,3.80E-04,5.19E-04,5.19E-04,0.021433851,0.017978067,0.020435069,0.020514972,0.014682088,0.484588802,0.86,2089,6187,9.9,12.3
139.5278568,0.007977502,0.009618916,0.010789715,0.011937557,0.012706612,0.01424472,0.014497245,0.015013774,0.015059688,0.015943526,0.00835629,0.012534435,0.008057851,0.008494031,0.008379247,0.009550046,0.009389348,0.00981405,0.010135445,0.010043618,0.01134068,0.011466942,0.011570248,0.012477043,0.013119835,0.015151515,0.014703857,0.017068411,0.018882002,0.019685491,0.020982553,0.023106061,0.024977043,0.011753903,0.026147842,0.026870983,0.025964187,0.023886593,0.019788797,0.011099633,0.004694674,4.71E-04,0.01155877,0.009412305,0.010697888,0.012419651,0.0087236,0.359435262,0.9,1614,6588,13.1,17.8
99.09978196,0.07010582,0.002116402,0.002645503,0.002645503,0.001851852,0.001851852,0.001851852,0.001851852,0.002380952,0.002116402,0.001322751,0.035449735,7.94E-04,0.001058201,0.001587302,7.94E-04,7.94E-04,0.002116402,0.001058201,5.29E-04,7.94E-04,7.94E-04,0.021164021,5.29E-04,5.29E-04,0.001851852,0.001058201,2.65E-04,0,2.65E-04,0.001058201,2.65E-04,7.94E-04,0.017989418,0.001058201,5.29E-04,5.29E-04,0.001058201,5.29E-04,0,7.94E-04,2.65E-04,0.030687831,0.016402116,0.008730159,0.009259259,0.002645503,0.745238095,0.67,1922,2053,5.2,7.2
147.9732639,0.001730508,0.005748896,0.006062086,0.006651308,0.00780321,0.007957151,0.008896722,0.00893388,0.009432861,0.010202565,0.005425089,0.005833829,0.005366698,0.005823212,0.006003695,0.00589222,0.006078011,0.006497367,0.006704391,0.006667233,0.007330771,0.007484712,0.00699104,0.008042084,0.008541065,0.009289536,0.010605996,0.010621921,0.011795057,0.012803635,0.014496985,0.01586122,0.018281807,0.007298921,0.021748131,0.024317352,0.029753058,0.037227153,0.047243927,0.065127612,0.095071768,0.162375786,0.006545142,0.005977153,0.006194794,0.007219297,0.00557903,0.202464116,0.95,1021,7584,19.8,25.6
139.8580736,1.69E-05,0.011420378,0.013191633,0.013275978,0.01455803,0.014642375,0.01492915,0.016211201,0.016734143,0.017661943,0.009362348,0.001619433,0.009615385,0.009919028,0.009649123,0.010711876,0.010053981,0.011521592,0.011352901,0.011167341,0.011892713,0.013225371,0.003643725,0.014423077,0.015317139,0.016177463,0.017628205,0.017931849,0.021035762,0.022520243,0.026248313,0.029369096,0.034092443,0.006848853,0.038461538,0.033367072,0.026214575,0.019500675,0.008890013,5.57E-04,5.90E-04,5.23E-04,0.008873144,0.008687584,0.011403509,0.014321862,0.010779352,0.339861673,0.91,1696,7760,11.9,15.5
119.2600862,0.015839986,0.016731782,0.016689315,0.016179718,0.016604383,0.015033124,0.012527603,0.011890606,0.010191948,0.010659079,0.004331578,0.036733481,0.003906914,0.003397316,0.003269917,0.002080856,0.002165789,0.001571259,0.001231527,7.22E-04,0.001019195,3.82E-04,0.034185493,7.64E-04,8.92E-04,7.22E-04,8.07E-04,7.64E-04,8.49E-04,4.25E-04,8.07E-04,6.37E-04,5.95E-04,0.034737557,4.67E-04,6.79E-04,5.52E-04,5.10E-04,5.10E-04,5.95E-04,7.22E-04,4.25E-04,0.029853915,0.02501274,0.025819603,0.02573467,0.018897571,0.590878206,0.8,2198,4647,7.5,10.6
144.1630671,0.008546815,0.007882398,0.00796545,0.00915083,0.009256533,0.00992095,0.011317735,0.012261508,0.012805122,0.013469539,0.007384086,0.010706169,0.006878223,0.007308584,0.007233082,0.007293483,0.007580391,0.008025852,0.008561915,0.008780871,0.009686894,0.009860548,0.009211232,0.010706169,0.010811872,0.011755646,0.012269059,0.01392255,0.014488814,0.016391462,0.017750496,0.020174107,0.022756272,0.009384886,0.025942452,0.030253611,0.03658822,0.043859053,0.05328169,0.054988033,0.036882678,0.011559341,0.00913573,0.007746495,0.008675168,0.009732195,0.007338785,0.292517007,0.93,1369,6586,14.5,20.2
146.2502657,0.002123313,0.005496425,0.006511047,0.007149385,0.008103532,0.009064398,0.009581788,0.01038139,0.011369134,0.012296404,0.006544643,0.00411224,0.006658872,0.006914207,0.007492071,0.007062033,0.007781003,0.007747406,0.007619739,0.00811697,0.008150567,0.008755308,0.00401145,0.008963608,0.010132774,0.010213406,0.011241466,0.012000753,0.013337902,0.014500349,0.015642638,0.018222867,0.020359619,0.005456109,0.023510993,0.027455249,0.033112939,0.04132398,0.053721174,0.072763802,0.098183089,0.066084771,0.005583777,0.005805515,0.00626915,0.006934365,0.005012632,0.241123743,0.94,1251,8472,17.3,21.2
127.5849133,0.010614163,0.015556636,0.016015773,0.018284449,0.019364771,0.020310052,0.020769189,0.02006698,0.023064873,0.021579431,0.011289364,0.022200616,0.012558743,0.011397396,0.012666775,0.012963863,0.011586453,0.011100308,0.009533841,0.009992978,0.009479825,0.009236753,0.020093988,0.007238157,0.006535948,0.005293577,0.004240264,0.002754821,0.001944579,0.001134338,8.10E-04,7.02E-04,5.94E-04,0.021147302,4.59E-04,4.59E-04,6.21E-04,5.40E-04,5.94E-04,7.29E-04,4.59E-04,7.02E-04,0.018419489,0.016853022,0.01798736,0.019526819,0.015286555,0.505239561,0.84,2099,5189,8.8,12.1
129.4113997,0.004918438,0.015348492,0.016435986,0.017968364,0.016979733,0.017424617,0.018413248,0.019253584,0.019476026,0.020489372,0.010701928,0.012703905,0.011196243,0.010380623,0.012259021,0.012308453,0.013173505,0.014557588,0.014508156,0.014557588,0.014928324,0.016683144,0.013321799,0.016213544,0.015719229,0.013593673,0.011369254,0.010949086,0.010009886,0.008428077,0.006895699,0.002718735,5.44E-04,0.014928324,4.94E-04,5.44E-04,5.44E-04,6.92E-04,6.43E-04,5.44E-04,5.44E-04,5.93E-04,0.017622343,0.016089965,0.016930302,0.020761246,0.014359862,0.46028176,0.86,1969,5236,9.6,13
5.69118005,0,0.005641879,0.006737528,0.007584166,0.008089302,0.007925667,0.008658471,0.009917755,0.010629215,0.011938302,0.006360454,6.55E-04,0.007384957,0.007626853,0.007456103,0.007697999,0.007534364,0.00759128,0.007747802,0.007818948,0.008238709,0.008480606,0.001728848,0.009206295,0.009974672,0.010351746,0.011340676,0.012180199,0.013240274,0.014335923,0.015666354,0.017309827,0.020212584,0.002831612,0.023542218,0.027419676,0.03370187,0.041399869,0.055508125,0.07794758,0.118856541,0.084798941,0.003222915,0.003500384,0.004553345,0.005954922,0.004816586,0.214683116,0.94,1158,8185,18,21.8
146.9558849,0.001252375,0.00606022,0.006574967,0.007259528,0.007588542,0.008543743,0.009477717,0.009774891,0.010544358,0.011122786,0.005497713,0.003603231,0.005704673,0.005768353,0.00601246,0.00615574,0.006383927,0.00634678,0.006919901,0.006951741,0.007439955,0.007604462,0.004096751,0.008538436,0.00899481,0.009212384,0.010416998,0.011144012,0.011685293,0.013420575,0.01457743,0.016530285,0.018594581,0.005402193,0.021980238,0.025392428,0.030784008,0.038552977,0.050471763,0.069124717,0.10382505,0.130300039,0.006230034,0.005513633,0.006352087,0.007190541,0.005455259,0.213625413,0.95,1059,8028,19.3,24.4
138.3930777,0.007007585,0.011401357,0.013822742,0.014432097,0.014608489,0.015490451,0.015811164,0.015362165,0.015474415,0.016228091,0.008675294,0.013437886,0.0089479,0.009445006,0.009733648,0.010455252,0.010086432,0.011689999,0.010599573,0.011994676,0.01342185,0.013293565,0.012636103,0.014528311,0.01497731,0.016885553,0.018633441,0.018681548,0.020445471,0.022193358,0.023909174,0.022016966,0.020605827,0.014528311,0.016725197,0.012956816,0.009204471,0.00399288,7.70E-04,4.33E-04,4.65E-04,5.77E-04,0.013293565,0.011160822,0.013918956,0.014480204,0.011754141,0.398806947,0.89,1745,6239,11.4,15.4
144.1580506,0.001745379,0.008275651,0.008352277,0.009382476,0.009654926,0.010114684,0.011161912,0.011996288,0.012924319,0.014124799,0.007526415,0.003950516,0.006828263,0.007253965,0.007935089,0.007918061,0.007628583,0.007935089,0.009041915,0.009058943,0.009408019,0.009969945,0.004444331,0.010387134,0.011349221,0.011119341,0.013026487,0.013554358,0.015163512,0.015921262,0.019114029,0.020663585,0.023592416,0.006121598,0.02640205,0.032268226,0.038917695,0.047695674,0.06050931,0.06754191,0.044596562,0.012643355,0.007986173,0.007134769,0.008692839,0.009765608,0.007560471,0.271640571,0.93,1333,7669,15,20.2
128.1180604,0.006658381,0.01615767,0.016305634,0.018229167,0.019501657,0.019412879,0.019856771,0.020774148,0.020744555,0.022993608,0.011452415,0.018761837,0.012843277,0.011748343,0.012044271,0.011866714,0.011837121,0.012961648,0.010801373,0.011097301,0.009173769,0.008433949,0.020685369,0.007575758,0.006687973,0.006687973,0.004557292,0.002633759,0.001716383,8.29E-04,6.81E-04,6.81E-04,6.51E-04,0.020892519,7.40E-04,5.92E-04,3.55E-04,0.001006155,4.73E-04,5.03E-04,5.92E-04,6.51E-04,0.02027107,0.017193419,0.020300663,0.021928267,0.015121922,0.502337831,0.84,2118,5534,8.5,12.1
147.1588699,0.001065197,0.006311601,0.006507499,0.007352311,0.007646159,0.008576676,0.009158249,0.009458219,0.010578512,0.010915213,0.005589226,0.002999694,0.005981022,0.005919804,0.006134068,0.006685032,0.006287114,0.00681359,0.0068442,0.006997245,0.007566575,0.008184879,0.003507805,0.008258341,0.008870523,0.009672482,0.010829507,0.011417202,0.011962045,0.01325375,0.014894399,0.016596266,0.018794001,0.00523416,0.022185491,0.025564738,0.030774411,0.038928681,0.050443832,0.069801041,0.103911846,0.13254974,0.006440159,0.005925926,0.007333946,0.007468626,0.005625957,0.206183043,0.95,1057,8318,19.2,24
4.806075963,0,0.0052983,0.00620658,0.006758035,0.00694726,0.00703917,0.007660909,0.008293461,0.008861136,0.010104614,0.005336145,9.24E-04,0.005957884,0.00626605,0.006763442,0.006855351,0.007017544,0.006725597,0.006822912,0.00734193,0.007385181,0.007590625,0.001432703,0.007866353,0.008336712,0.009482875,0.010272214,0.010391155,0.011531911,0.013434974,0.013878301,0.01595437,0.018398075,0.002205823,0.020739059,0.024831725,0.030746357,0.036817776,0.050733923,0.07158111,0.113178169,0.180682832,0.002746466,0.002919471,0.003611494,0.005087449,0.004308923,0.186673154,0.95,1014,8355,19.6,24.4
12.07829679,8.31E-04,0.005844622,0.006686166,0.007296798,0.008205049,0.008343596,0.008784893,0.008902915,0.009503284,0.010334565,0.005413588,0.001929392,0.005716338,0.00617303,0.005942118,0.006265394,0.006198686,0.006316708,0.006609195,0.00658867,0.007440476,0.007260878,0.002329639,0.008153736,0.008836207,0.009277504,0.009672619,0.010816913,0.011560961,0.012848933,0.014301108,0.016138136,0.018098317,0.002981322,0.021141215,0.02477422,0.030290435,0.037889984,0.050046182,0.071372126,0.110329433,0.170771757,0.00331486,0.003479064,0.004064039,0.005475164,0.004767036,0.190681445,0.95,996,8519,19.4,24.7
12.85965346,3.18E-04,0.005978038,0.00666564,0.007527709,0.007902299,0.008215312,0.009067118,0.009005542,0.010483374,0.010119048,0.005772783,0.001719007,0.005618842,0.005942118,0.005901067,0.006162767,0.006337233,0.006573276,0.006804187,0.007065887,0.007573892,0.007779146,0.002278325,0.008251232,0.008702791,0.009482759,0.010180624,0.010637315,0.011802135,0.012992611,0.01438321,0.016374179,0.01871408,0.003181445,0.020848727,0.025384852,0.030439245,0.037869458,0.050369458,0.070951355,0.10802032,0.163993227,0.003981938,0.003509852,0.004977422,0.006409072,0.005254516,0.192477422,0.95,1024,8793,19.4,24.4
31.55780462,0.001268481,0.005010921,0.005708165,0.006283602,0.006884241,0.007434476,0.008396337,0.008547547,0.009169187,0.009828629,0.004729503,0.002948589,0.005250336,0.005216734,0.005636761,0.005481351,0.005493952,0.00578797,0.005850974,0.006329805,0.006653226,0.006846438,0.003263609,0.007379872,0.00796791,0.008392137,0.009290995,0.009551411,0.011000504,0.012042171,0.013033434,0.014747144,0.016843078,0.004418683,0.019640457,0.023269489,0.027906586,0.034824429,0.045976142,0.064768145,0.099651378,0.223046875,0.005048723,0.004931116,0.005573757,0.006329805,0.004788306,0.18155662,0.96,927,8213,20.8,26.3
6.465621631,1.07E-04,0.003717123,0.003894257,0.004345142,0.004643049,0.005281804,0.005673645,0.006390231,0.007141707,0.008043478,0.004108964,8.00E-04,0.004237789,0.004431025,0.004390768,0.004431025,0.004656468,0.004533011,0.004981213,0.005061728,0.005367687,0.005662909,0.001274826,0.005668277,0.006400966,0.00673913,0.007055824,0.007949544,0.008609769,0.009259259,0.010534085,0.012069243,0.01338701,0.002351047,0.015810521,0.01829576,0.023038111,0.028679549,0.038360172,0.055869565,0.092887815,0.381374128,0.003215244,0.003336017,0.004023081,0.004549114,0.00335212,0.134009662,0.97,732,9368,25.6,31.1
144.3051616,6.93E-04,0.00992483,0.00977214,0.010899695,0.011839323,0.011945032,0.012367865,0.013060841,0.013413202,0.014106178,0.007223397,0.004416256,0.00698849,0.007857646,0.008033827,0.008350951,0.008527132,0.008409678,0.0091144,0.009208363,0.010782241,0.010441626,0.006636129,0.01141649,0.012273902,0.012814188,0.013824289,0.014693446,0.016196852,0.018181818,0.020190275,0.022527602,0.025463942,0.00863284,0.029610054,0.035130374,0.042482969,0.050587268,0.053641062,0.040815128,0.02182288,0.003652807,0.009501997,0.010030538,0.010288936,0.012591027,0.009196617,0.280420484,0.93,1397,7669,14.6,19.6
10.11229638,1.29E-04,0.005452487,0.005725608,0.006083148,0.006703877,0.007160734,0.007801327,0.008392261,0.009469847,0.010284244,0.004960869,0.001355673,0.005328341,0.005517043,0.005397863,0.005621325,0.006088114,0.005656086,0.006207294,0.006172533,0.006540005,0.006832989,0.002284284,0.007751669,0.00805955,0.008645519,0.008958366,0.010120372,0.010810623,0.012260647,0.013094907,0.014942198,0.017653544,0.00306392,0.019595185,0.023349356,0.029134554,0.035585174,0.047721675,0.067848204,0.107391149,0.226839345,0.00350588,0.003649889,0.004404696,0.005834856,0.004950938,0.16966272,0.96,909,8055,21,26.6
91.80017995,0.099876543,0.001851852,9.88E-04,9.88E-04,0.001234568,0.001234568,0.001728395,0.001234568,0.001358025,9.88E-04,7.41E-04,0.054197531,8.64E-04,6.17E-04,0.001358025,7.41E-04,2.47E-04,4.94E-04,3.70E-04,3.70E-04,0.001111111,8.64E-04,0.029012346,4.94E-04,6.17E-04,8.64E-04,4.94E-04,4.94E-04,3.70E-04,2.47E-04,3.70E-04,3.70E-04,6.17E-04,0.018395062,3.70E-04,3.70E-04,8.64E-04,3.70E-04,1.23E-04,4.94E-04,0,3.70E-04,0.007777778,0.005432099,0.005185185,0.00308642,0.001851852,0.747901235,0.7,1500,1821,7.3,8.7
7.368996193,0,0.005727264,0.006220993,0.00715908,0.007603436,0.009603041,0.010343636,0.012935716,0.014071295,0.013676311,0.00708502,0.001308384,0.007257826,0.007751555,0.007134393,0.007035647,0.008121852,0.007677496,0.007850301,0.008664955,0.008664955,0.00975116,0.001579935,0.010047398,0.010442382,0.010541128,0.010837365,0.012096376,0.013207268,0.015231559,0.015972154,0.017354597,0.01915671,0.002443962,0.022341266,0.027130443,0.030018762,0.039004641,0.050829466,0.070282413,0.108102103,0.091883085,0.003184556,0.002567394,0.003826405,0.005431026,0.003777032,0.227066259,0.93,1200,5977,17.7,21.6
126.3101998,0.009492455,0.009821674,0.013607682,0.009711934,0.013113855,0.017119342,0.018106996,0.011412894,0.018106996,0.015418381,0.007078189,0.053223594,0.008559671,0.00526749,0.008120713,0.009108368,0.005102881,0.006310014,0.008120713,0.011632373,0.004883402,0.00877915,0.030946502,0.010150892,0.005377229,0.011577503,0.005432099,0.002469136,0.001646091,8.23E-04,8.78E-04,0.001262003,7.68E-04,0.021344307,0.001371742,4.94E-04,8.23E-04,6.04E-04,4.39E-04,6.58E-04,7.68E-04,7.68E-04,0.022825789,0.011467764,0.015198903,0.014705075,0.011632373,0.553470508,0.83,2492,5377,9.3,11
129.6209783,0.01388203,0.022386831,0.01569273,0.014650206,0.009108368,0.017613169,0.017174211,0.011412894,0.0139369,0.01223594,0.010864198,0.01223594,0.008504801,0.004828532,0.007133059,0.009766804,0.008175583,0.008559671,0.009163237,0.009547325,0.009547325,0.007846365,0.01042524,0.009053498,0.011687243,0.007736626,0.015802469,0.011193416,0.012674897,0.012894376,0.011906722,0.019259259,0.011412894,0.01733882,0.00175583,6.58E-04,0,2.74E-04,2.19E-04,0.001207133,3.29E-04,9.88E-04,0.019972565,0.015253772,0.014595336,0.029849108,0.015528121,0.493717421,0.85,2005,4854,12.7,14
10.77055481,0.001789257,0.007316468,0.008786848,0.008556548,0.009105726,0.009406888,0.010965845,0.010186366,0.012312217,0.014190051,0.00823767,0.003383645,0.008503401,0.007440476,0.007174745,0.007653061,0.009548611,0.008645125,0.009672619,0.008786848,0.009601757,0.010168651,0.00212585,0.010168651,0.010611536,0.011373299,0.014508929,0.015270692,0.014880952,0.018530329,0.01860119,0.023526077,0.028008078,0.002178997,0.039275085,0.041967829,0.048044218,0.055856718,0.05723852,0.063049178,0.06079932,0.014030612,0.003064768,0.00317106,0.003684807,0.004800879,0.005367772,0.238431831,0.94,1344,7655,17.9,20.4
66.78719246,0.099505723,7.80E-04,3.90E-04,2.60E-04,3.90E-04,5.20E-04,5.20E-04,3.90E-04,5.20E-04,7.80E-04,2.60E-04,0.006893861,3.90E-04,3.90E-04,1.30E-04,2.60E-04,2.60E-04,2.60E-04,5.20E-04,2.60E-04,3.90E-04,7.80E-04,0.003902185,2.60E-04,3.90E-04,0,1.30E-04,2.60E-04,3.90E-04,6.50E-04,3.90E-04,5.20E-04,3.90E-04,0.001300728,0,2.60E-04,0,1.30E-04,3.90E-04,3.90E-04,1.30E-04,0,0.002081165,0.001690947,0.001170656,5.20E-04,6.50E-04,0.869146722,0.57,824,963,5,6.4
136.9203346,0.007692308,0.009986505,0.011808367,0.013157895,0.018893387,0.01902834,0.020107962,0.016194332,0.017881242,0.018083671,0.009041835,0.007894737,0.009446694,0.009716599,0.010458839,0.010391363,0.011875843,0.012955466,0.012550607,0.011268556,0.012753036,0.01511471,0.007219973,0.013495277,0.01659919,0.020377868,0.024021592,0.026045884,0.019230769,0.017678812,0.019635628,0.021255061,0.025101215,0.012078273,0.024021592,0.01902834,4.72E-04,8.10E-04,8.77E-04,4.72E-04,3.37E-04,6.75E-04,0.01268556,0.011875843,0.011133603,0.013630229,0.008367072,0.3865722,0.88,1775,4721,12.3,14.2
141.7947239,0.005803571,0.009970238,0.010664683,0.010168651,0.01046627,0.013789683,0.014285714,0.013541667,0.012103175,0.013045635,0.006448413,0.005009921,0.006994048,0.00734127,0.008333333,0.007986111,0.008085317,0.008878968,0.008928571,0.008531746,0.009821429,0.009821429,0.008333333,0.00922619,0.012003968,0.012301587,0.013144841,0.013144841,0.016220238,0.01671627,0.017956349,0.020436508,0.024206349,0.009722222,0.026736111,0.033085317,0.038541667,0.049702381,0.055208333,0.049801587,0.015128968,6.94E-04,0.009027778,0.008928571,0.007936508,0.011855159,0.010119048,0.299801587,0.92,1453,6110,15.7,17.7
131.0264101,0.008057851,0.012603306,0.014152893,0.014049587,0.016838843,0.018491736,0.018491736,0.016735537,0.015082645,0.017768595,0.008884298,0.007024793,0.01053719,0.011466942,0.009090909,0.008780992,0.013533058,0.01053719,0.011466942,0.014359504,0.014566116,0.014152893,0.008677686,0.013636364,0.017768595,0.019524793,0.018801653,0.02035124,0.02231405,0.017561983,0.019318182,0.018595041,0.010847107,0.010640496,0.002789256,0.00072314,5.17E-04,4.13E-04,9.30E-04,6.20E-04,8.26E-04,6.20E-04,0.013636364,0.013636364,0.017458678,0.016322314,0.014359504,0.432438017,0.86,1812,4110,11.8,12.9
138.4943717,0.003043831,0.013798701,0.015909091,0.016477273,0.018709416,0.017654221,0.021266234,0.024107143,0.022970779,0.024675325,0.012905844,0.009253247,0.012540584,0.012784091,0.014650974,0.015016234,0.016801948,0.016883117,0.015422078,0.017451299,0.016720779,0.016274351,0.011282468,0.015787338,0.016964286,0.015543831,0.015300325,0.015827922,0.015787338,0.015909091,0.016030844,0.013474026,0.011566558,0.01213474,0.004058442,5.68E-04,8.12E-04,4.87E-04,4.46E-04,4.87E-04,4.06E-04,8.93E-04,0.013230519,0.011444805,0.012784091,0.014691558,0.011931818,0.396834416,0.9,1994,6577,11.4,13
131.0237231,0.01880746,0.013816654,0.016548463,0.014972419,0.016706068,0.010874704,0.013816654,0.014552141,0.010559496,0.016811137,0.009035986,0.016968742,0.006619385,0.006356711,0.007039664,0.010296822,0.006987129,0.009193591,0.008405569,0.009035986,0.013028631,0.009351195,0.017704229,0.008773312,0.007144733,0.011662727,0.011084844,0.01355398,0.014499606,0.012923562,0.013974258,0.006304177,0.013921723,0.018754925,0.007407407,6.30E-04,5.78E-04,7.35E-04,4.73E-04,3.68E-04,4.73E-04,5.25E-04,0.020856317,0.015340163,0.019910691,0.022484896,0.016863672,0.483267665,0.87,2071,5845,13,13.5
