y_act
66.89746977
85.54289132
120.6405712
66.49397293
103.8201623
23.39411845
96.700472
52.01808236
58.2995783
76.56977946
70.04790047
76.40068993
30.79088137
79.57647439
76.15209386
45.24007801
83.92837461
36.59248752
112.1721456
44.13613949
53.04021285
47.15778718
98.36305431
44.75022671
24.72164799
50.23382033
21.86270104
33.23636496
60.80764129
76.98510937
56.10010771
30.19334612
26.04941584
98.12655604
109.4693511
72.22516843
50.90606912
60.61183718
87.75056516
60.88293537
81.42578634
82.21217947
140.7181766
39.64815203
95.25581936
52.60672454
25.16209437
92.55775951
75.02188344
30.49556287
51.80330817
85.03166676
86.0745704
107.63245
61.16080326
97.64812026
128.8530985
113.7781837
69.02397993
46.03581452
103.3189632
90.83102392
114.3616522
2.290010485
75.50217544
47.40341387
107.2900621
73.04567669
61.82935283
31.37961423
106.1344167
60.38930402
22.97458524
28.19401916
134.7253222
7.853206057
138.012636
78.51473739
81.33934025
55.97689728
75.8576282
59.40014051
132.638361
70.66422692
19.84340215
102.4872088
63.0955614
118.4930982
45.9802104
35.10173995
22.84474264
109.2314613
3.549059992
2.066807921
53.15615513
72.57691805
82.61777468
37.31211433
53.79364366
56.95332278
37.09712557
50.00472194
60.17797515
95.28332322
89.08412506
101.7401495
83.0007176
30.46260178
34.29283362
60.08478195
93.76182773
64.25213699
33.52480781
85.07847318
26.81969674
86.92683817
97.76099936
12.50439658
52.74282935
26.70714757
96.98522252
111.0055905
39.47703818
8.251851519
91.1847338
68.32794287
136.1316859
82.63114406
118.9160885
76.30868236
26.92971722
129.1848223
68.80890677
42.01209867
35.35390733
90.60925092
41.78985436
122.9135753
96.51358526
43.57794632
61.0676293
44.27655096
108.37162
34.92375995
74.88160275
99.68681204
54.10865949
51.93580086
25.81058261
78.19925383
74.95657769
4.727280237
44.24101574
26.73166186
70.82175143
62.48765339
68.64817491
72.67933141
63.14300397
63.31038091
50.30283036
84.76266106
91.64502955
63.93394052
78.9539092
24.77324629
48.09085811
103.4450352
13.26084913
61.17235405
98.42914321
50.58294073
22.34487842
45.63209782
80.11757689
88.17972954
116.9193336
50.47057947
49.58377798
54.0979731
73.27987205
111.3823413
68.91951613
87.79413008
49.15110973
13.42575805
47.48948553
31.40281331
75.33684642
34.04371851
46.66310475
84.97448443
38.07088768
42.00140146
99.89851529
107.2189783
106.8767719
58.85805427
122.0927186
109.0521512
117.3674175
82.46060244
32.48299794
31.13710065
100.237703
109.9594103
125.3511703
56.14753598
22.7130215
21.04176073
101.4893316
113.5340287
56.43943305
129.4719759
109.7766946
40.87889843
52.32174493
79.18662022
66.91045867
43.87433292
43.38063653
