y_act,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,5,6,7,8,9,Inf,vf,vsa,gsa,pld,lcd
42.34820865,0.026666667,0,0.001904762,9.52E-04,0,0,0,0,9.52E-04,9.52E-04,9.52E-04,0.003809524,0.001904762,0,0,0,0,0,0,0,0.001904762,0,0.002857143,0,9.52E-04,0,9.52E-04,0,0,0,0.001904762,9.52E-04,0,0.003809524,0,9.52E-04,0,0,0,0,0,9.52E-04,0,0.004761905,9.52E-04,0.002857143,0.001904762,0.001904762,0.934285714,0.5514,1023.35,928.091,3.37,4.71855
128.6396502,0.00234375,0.011941964,0.014508929,0.012165179,0.01328125,0.013727679,0.017633929,0.018638393,0.019308036,0.018415179,0.020424107,0.010379464,0.018638393,0.009598214,0.010602679,0.011272321,0.010714286,0.010602679,0.012276786,0.010267857,0.008035714,0.008370536,0.0109375,0.006808036,0.008816964,0.008705357,0.01015625,0.010825893,0.01484375,0.011383929,0.009263393,0.013169643,0.021540179,0.009933036,0.014174107,0.010044643,0.0015625,3.35E-04,5.58E-04,2.23E-04,2.23E-04,3.35E-04,8.93E-04,0.008147321,0.016071429,0.017745536,0.015959821,0.0171875,0.477008929,0.85,2110,4856,11.4,14.1
44.52809662,0.047619048,1.14E-04,2.29E-04,0,0,0,3.43E-04,4.58E-04,2.29E-04,0,3.43E-04,0.001488095,2.29E-04,0,0,0,1.14E-04,0,1.14E-04,1.14E-04,1.14E-04,0,9.16E-04,1.14E-04,0,0,0,1.14E-04,1.14E-04,1.14E-04,0,1.14E-04,3.43E-04,5.72E-04,1.14E-04,2.29E-04,2.29E-04,1.14E-04,3.43E-04,0,0,1.14E-04,0,4.58E-04,2.29E-04,4.58E-04,2.29E-04,3.43E-04,0.943223443,0.33,141,142,3.8,5.2
132.3395204,0.006046863,0.00888133,0.010156841,0.011054422,0.010393046,0.012944067,0.010912698,0.012755102,0.012566138,0.013794407,0.014030612,0.012991308,0.013983371,0.007511338,0.006519274,0.006613757,0.007936508,0.008314437,0.008975813,0.009637188,0.008928571,0.009684429,0.012991308,0.009353741,0.010818216,0.011857521,0.011999244,0.011479592,0.013133031,0.013605442,0.01266062,0.012518896,0.016014739,0.013369237,0.014739229,0.017148526,0.015825775,0.018801965,0.020408163,0.020360922,0.020975057,0.018187831,0.016250945,0.010865457,0.012471655,0.011479592,0.01138511,0.012471655,0.404195011,0.87,1618,4915,9.8,21
124.9423995,0.019085208,0.007974697,0.007542171,0.008407223,0.008758651,0.008326125,0.009164144,0.009028979,0.009461505,0.008866782,0.009812933,0.022923875,0.008758651,0.004136029,0.004811851,0.004947016,0.004676687,0.005244377,0.004947016,0.005190311,0.00546064,0.005136246,0.017922794,0.005163279,0.005433607,0.004919983,0.00527141,0.005974265,0.006487889,0.006217561,0.007190744,0.007407007,0.007677336,0.016625216,0.009704801,0.010759083,0.010705017,0.012408088,0.016111592,0.017760597,0.022950908,0.031087803,0.08339641,0.013002811,0.013867863,0.010786116,0.010786116,0.01111051,0.446610078,0.84,1471,3622,23.6,25.9
143.5607154,9.08E-05,0.007699296,0.00813082,0.008267091,0.009334545,0.010243016,0.010106745,0.010742675,0.011037929,0.010992505,0.012241653,0.003293209,0.011787418,0.006495571,0.007335907,0.005995912,0.006154894,0.00622303,0.007426754,0.007131501,0.007313196,0.00813082,0.004973881,0.008085396,0.009039291,0.008721326,0.009697933,0.010697252,0.011764706,0.011355894,0.013627072,0.014580968,0.016375199,0.007313196,0.016693164,0.022212128,0.024006359,0.028230752,0.035271406,0.041244606,0.0466273,0.053599818,0.111424029,0.007290484,0.008017261,0.007949126,0.008834885,0.011287758,0.274903475,0.93,1249,7220,14.8,27.7
144.1451224,6.61E-05,0.006768078,0.007914462,0.009104938,0.00914903,0.009832451,0.010361552,0.011133157,0.010339506,0.011133157,0.012323633,0.002535273,0.012301587,0.006040564,0.006657848,0.006657848,0.006481481,0.007032628,0.006922399,0.006812169,0.007275132,0.008289242,0.005004409,0.008267196,0.008421517,0.008906526,0.009589947,0.010185185,0.01122134,0.011882716,0.013470018,0.013690476,0.01585097,0.006657848,0.018628748,0.020811287,0.022905644,0.028858025,0.033994709,0.043364198,0.047861552,0.05489418,0.117813051,0.006503527,0.008597884,0.007627866,0.008752205,0.011022928,0.270083774,0.93,1238,7378,14.8,28.3
146.2702128,0.001263594,0.005309936,0.005565494,0.0067581,0.007382798,0.007666752,0.007780333,0.008177869,0.009540847,0.009938382,0.010250731,0.005352529,0.011159383,0.00601982,0.005480308,0.006601925,0.005508703,0.006459948,0.006147599,0.006701309,0.00755317,0.007396996,0.006985263,0.007624159,0.008092683,0.008447625,0.009228498,0.010122952,0.010364313,0.010350115,0.011812477,0.012919897,0.013842746,0.007510577,0.015915609,0.019266263,0.021225544,0.024420024,0.029957123,0.039199818,0.049535736,0.068546441,0.186032314,0.006672914,0.00768095,0.005849448,0.00694267,0.008050089,0.239387228,0.94,1092,6918,17,32.7
145.8306286,4.89E-04,0.005257045,0.006158689,0.006189254,0.006662999,0.00761049,0.008007824,0.009826395,0.01080445,0.010758604,0.010193166,0.002399291,0.010605783,0.005684944,0.00573079,0.006342075,0.006219818,0.006693563,0.006280946,0.006708845,0.007518797,0.007748029,0.004049759,0.007870285,0.007748029,0.008664955,0.008817776,0.009704138,0.010682193,0.010987835,0.01217984,0.012638303,0.014976466,0.005547405,0.015710007,0.019087353,0.022036799,0.025093221,0.031221346,0.039993276,0.05307476,0.073201296,0.189437007,0.005960022,0.006922795,0.006066997,0.006907513,0.007732747,0.229797054,0.94,1068,6440,17.5,32.7
134.7617624,0.001787995,0.008939974,0.008982546,0.009876543,0.009663687,0.011834823,0.011877395,0.012260536,0.01336739,0.012728821,0.013239676,0.012175394,0.013154534,0.00783312,0.006641124,0.00783312,0.007237122,0.008003406,0.008854832,0.008684547,0.009876543,0.009365688,0.011536824,0.009706258,0.010259685,0.010344828,0.010983397,0.012813963,0.013495104,0.014516816,0.013750532,0.015070243,0.015283099,0.012899106,0.015836526,0.017411665,0.019710515,0.019071946,0.021583653,0.023584504,0.026096211,0.023286505,0.021626224,0.010940826,0.012686249,0.010685398,0.012090251,0.012813963,0.387696892,0.88,1624,5623,9.9,20.8
