y_act,vf,vsa,gsa,pld,lcd,TInf
22.26747036,0.96,892,7109,21.7,26.2,0.168729852
135.5717996,0.88,1801,4497,11.5,13.4,0.426956522
37.77474301,0.45,14,10,2.7,4.2,0.959183673
93.00646862,0.68,1275,1579,5,7.4,0.821625344
132.81911,0.87,1860,4436,9.8,13.3,0.434960938
140.2614485,0.91,1512,5706,13,18.5,0.329033579
144.2686478,0.94,1141,6487,19,23.6,0.236074271
145.7947485,0.94,1139,7000,17.8,22.3,0.226786779
121.2162638,0.8,1757,3374,10.3,11.3,0.638242465
115.9069883,0.77,1599,3016,10.4,12,0.646415631
135.2988483,0.87,1397,4865,15,18.7,0.353164805
22.50940637,0.95,987,7963,24.4,28,0.184301994
9.361741665,0.96,908,8206,25,28.4,0.166709402
131.4377848,0.86,1477,4565,15.3,19,0.390724777
132.1135508,0.86,1548,4340,17,17.5,0.406451613
109.6008,0.76,2177,2971,7.2,8.8,0.615056818
63.89845164,0.54,710,793,5.2,6.2,0.880983351
68.33253933,0.57,737,729,5.4,6.5,0.863913043
34.99131931,0.95,1071,7375,19.2,23.9,0.204438776
115.2697241,0.8,1949,3152,9.3,10.1,0.655466277
134.3325474,0.86,1954,4056,9.6,11.6,0.5
85.40980881,0.61,1688,1531,7,8.1,0.755127269
114.8584189,0.8,1672,3112,11.2,11.9,0.645564169
70.07194691,0.56,816,872,4.6,7.2,0.873852158
98.59342756,0.69,1517,2154,8.9,9.8,0.7
142.0829802,0.92,1311,6572,17.4,20.8,0.269371197
144.8166127,0.94,1166,7286,20.3,23,0.226843476
3.509711838,0.96,673,6811,30.9,34.4,0.12376443
131.8494544,0.86,2179,5657,8.9,10.8,0.476011905
134.4893915,0.87,1382,4802,15.5,18.5,0.359866745
135.0453227,0.88,2055,5544,9.1,11.9,0.436909913
5.739352149,0.94,1080,6593,21.5,23.8,0.203492063
117.9562951,0.79,1825,3324,8.9,14.9,0.54426501
141.7266552,0.92,1316,5732,15,23.8,0.291969086
18.36208622,0.96,922,7043,20.5,32.4,0.196055227
127.3480757,0.84,1921,4560,8.6,17.2,0.497798498
27.95074621,0.95,1067,7854,17.3,28.4,0.214407814
5.40945005,0.95,1014,6869,17.5,29.3,0.196626298
138.709537,0.9,1756,5730,10.6,18.4,0.395153986
139.3554236,0.91,1621,5692,11.3,19.5,0.375732635
145.1257354,0.93,1314,6701,14.9,24.8,0.297411976
123.4412113,0.84,2050,3855,7.3,13.5,0.553055556
147.0047695,0.95,1090,7421,18.6,27.9,0.220537739
90.57416018,0.72,1443,1509,5.3,10.6,0.715308642
129.8969507,0.87,1844,4702,9.1,17.6,0.423172444
143.3929939,0.93,1341,5763,14.3,23,0.319511617
144.3900161,0.93,1223,6508,16.6,26.1,0.28376548
144.2910104,0.94,1165,6508,17.2,25.2,0.253990801
103.9756015,0.73,1655,2626,10.3,13.4,0.714011438
136.4345108,0.89,1780,5960,12.9,17.2,0.419189413
133.9437916,0.88,1790,4717,10.5,16.7,0.42494824
100.1688825,0.72,1657,2433,5.9,12.6,0.740152851
134.4949399,0.88,1899,5167,9,17.8,0.48241342
124.3814225,0.84,2205,4438,7.9,12.7,0.573219373
132.2880202,0.87,1933,4840,10.5,15.9,0.49914966
143.108948,0.92,1477,6497,13.5,21.5,0.337041157
139.512308,0.91,1479,5546,11.8,21.4,0.36620054
139.5459429,0.9,1628,6693,12.6,19.3,0.35364161
140.5667716,0.91,1520,6997,15.1,21.7,0.311366479
106.5212741,0.73,2144,2663,8.3,10,0.598511905
144.7136778,0.93,1215,6938,19.7,25.7,0.255729167
7.101325765,0.96,787,8578,28.9,36.4,0.154485325
5.429332477,0.97,773,8813,26.9,37.3,0.149771062
113.0816934,0.76,1777,2867,7.5,12.8,0.6406893
67.77470956,0.52,978,1060,9.7,11.6,0.803703704
127.6279411,0.84,2223,4849,9.8,13.3,0.573959195
137.1247497,0.9,1775,6048,12.9,18.6,0.388539371
140.0380518,0.91,1577,5543,11,19.3,0.384743492
139.4652602,0.91,1614,5720,13.7,19.6,0.385392917
141.2959685,0.91,1575,7009,16.5,23.3,0.329672948
127.1004347,0.84,1985,4026,9.2,13.4,0.511202561
102.6138241,0.71,2050,2177,6,9.8,0.664855072
132.4561455,0.87,1800,4354,9.8,15.5,0.429527864
133.1267661,0.88,1877,4616,8.5,16.1,0.444782913
8.760740368,0.92,1265,5343,15.4,23.8,0.247557998
120.2788075,0.79,1976,3262,7.3,20.8,0.515223764
80.05158074,0.53,1009,776,3.4,11.3,0.792491328
131.6240317,0.86,1587,4156,11.1,27.8,0.375794676
60.3087352,0.45,736,475,3.2,10.5,0.839142929
50.63411386,0.95,876,7621,22.4,30.6,0.177512003
136.8307564,0.89,1381,4266,13.8,32,0.315702948
55.97803322,0.95,883,7253,22.4,37.6,0.196767021
113.8625095,0.79,2027,3568,6.8,15.3,0.593524559
114.0015233,0.78,1800,3131,7.9,15.6,0.607694429
114.1722837,0.78,1772,2946,7.1,16.5,0.6239758
123.0925037,0.81,1879,3758,8.4,18.8,0.528955078
128.0424911,0.85,1811,4204,9.7,21.5,0.483160561
135.6390219,0.88,1612,4717,12.8,26.6,0.350622099
50.37553446,0.45,550,468,3.7,8.8,0.881728395
2.710785934,0.96,772,8548,24.9,35.7,0.141747722
128.8306098,0.83,2045,4646,8.9,18.7,0.491210179
97.80803056,0.66,1352,1449,4.8,12.7,0.716175129
125.7002728,0.84,1828,3894,10,18.3,0.498760818
124.3491376,0.83,1837,3874,9.4,20.3,0.520546737
88.38126719,0.65,1321,1483,5.1,11.3,0.75308642
64.91003933,0.48,720,613,4.2,11.7,0.839487179
128.279526,0.83,1855,3903,9.4,22.7,0.453673446
122.4702643,0.81,1956,3966,8.8,18.9,0.522648526
115.8664952,0.79,2134,3722,9.6,10.9,0.569502801
113.8895219,0.75,1949,2785,7.6,10.5,0.617432863
124.3701406,0.81,2139,3208,7.6,12.3,0.505216
137.6015078,0.89,1796,4896,13.2,16,0.353736089
139.157748,0.9,1694,5513,13.5,17.9,0.307162214
139.7698825,0.91,1506,5431,14.5,20.2,0.274262689
16.08492963,0.94,1130,6480,18,25.3,0.21909465
136.1207749,0.89,1780,5864,10,16.1,0.420974768
8.185198259,0.94,1106,6196,18.5,20.2,0.209436759
143.9103626,0.94,1167,6869,20.3,21.4,0.250617284
118.7001091,0.79,2039,3153,9,11.3,0.547052977
130.8766098,0.85,2238,5296,8.2,12.3,0.508182566
135.9861298,0.88,1772,6256,11.8,13.6,0.428145667
147.6611117,0.95,1112,7297,19.2,20.9,0.229395604
17.71520764,0.96,906,8687,21.2,24.8,0.184519676
5.857671126,0.96,843,7344,21.4,25.7,0.166309188
144.5536692,0.93,1376,7687,15.7,17.5,0.293878784
136.5244713,0.89,1821,6307,11.9,13,0.443690476
147.3789141,0.95,1062,7210,18.6,24,0.228987951
140.6234865,0.9,1358,6547,15.5,17.7,0.31429839
143.922383,0.93,1257,7758,16.7,18.7,0.265510033
40.29579122,0.95,1050,8313,20.4,21.9,0.223933589
16.07694703,0.96,749,8494,26.7,29.3,0.152786904
4.328493463,0.96,714,7092,26,35.7,0.137578179
135.8789144,0.88,1699,5877,11.7,13.3,0.419323549
1.987638455,0.97,714,9279,26,34.3,0.132568653
10.42347778,0.95,1140,8737,19.1,19.9,0.236973619
144.8566484,0.94,1122,7907,20,21.9,0.241555717
129.4232937,0.85,1873,4978,9.8,12.7,0.47543618
128.7586882,0.85,2133,4652,9.5,10.7,0.48962242
138.6410947,0.9,1688,6079,12.5,14.2,0.373769947
137.1788805,0.89,1719,5728,11.2,13.8,0.391284061
142.5212042,0.92,1444,7009,14.3,16,0.304484473
146.1157683,0.94,1124,7232,18.3,21,0.229273256
90.6751072,0.65,1529,1895,5.6,7.2,0.815656566
128.9082528,0.86,2278,5323,8.4,9.2,0.481583232
133.6070468,0.87,1972,5550,10.2,11.8,0.457359924
135.3688303,0.89,1857,5218,11.2,13.2,0.420589407
138.7286899,0.9,1635,6166,12.2,14.7,0.338800774
70.59642873,0.57,1030,1038,5.6,6.8,0.842233524
121.0075662,0.82,2296,4535,7.5,9.3,0.579764629
107.7546788,0.74,2501,3178,5.5,6.7,0.703367003
140.3773508,0.91,1644,5725,12.6,15.2,0.370820129
138.4336618,0.9,1417,5530,15.8,17.9,0.363878234
144.2816281,0.93,1238,7050,15.9,18.7,0.264844209
147.0662078,0.95,1029,7436,19.3,22.3,0.204903654
7.124523264,0.98,503,8607,34.1,46.9,0.095944
122.1529761,0.83,1950,4115,9.3,11.7,0.527411477
145.3909481,0.94,1199,7198,18.4,24.7,0.259748247
146.5413062,0.94,1114,7934,18.1,26.4,0.23739639
29.17352559,0.96,876,8434,22.8,31.1,0.170408163
135.7828789,0.88,1824,6407,11,18.2,0.436929683
143.3970371,0.93,1440,6269,12,23.9,0.266420266
142.8600084,0.92,1397,6671,12.5,24.6,0.260307605
144.4514738,0.93,1320,7463,13.6,24.8,0.226369132
23.76340108,0.97,630,7853,29.4,40.9,0.12761846
146.1504554,0.94,1135,6657,13.8,30,0.205847405
8.755999625,0.96,865,7926,17.5,37,0.15137301
124.5361458,0.83,1767,3440,9.5,17.9,0.490162037
66.66740599,0.56,898,747,2.6,8.4,0.809791022
1.875079701,0.95,1072,8019,15.3,28.9,0.18198717
12.06128525,0.95,1159,8312,15.7,31.1,0.193715581
9.416042438,0.96,876,8144,17.8,35.7,0.155148666
116.9247133,0.8,1950,3180,7.8,12.3,0.611132111
8.042365315,0.98,505,8742,34.6,45.6,0.095910518
147.0515107,0.95,1167,7332,15.2,29.4,0.205465365
135.0410594,0.88,1772,5238,10.8,18.2,0.382891705
138.6949723,0.9,1544,5244,10.9,22.5,0.331135042
142.545462,0.93,1485,5963,11.1,24.8,0.290480563
17.99857544,0.95,1111,7348,14.2,31.2,0.195234375
5.477446312,0.96,894,6355,17,34.7,0.16013468
8.753887273,0.96,936,8286,18.3,36.8,0.152991148
12.40386892,0.97,747,7891,20.2,39.5,0.127703915
137.4807262,0.89,1570,5652,12.7,16,0.369683227
52.66356924,0.95,1003,6725,19.7,24,0.230295567
49.11815154,0.95,1020,7026,23.7,25.5,0.224629065
15.13645072,0.96,795,7640,24.4,28.8,0.199341387
3.369287358,0.97,621,8532,29,34.7,0.130548594
144.3580414,0.94,1190,7178,16.2,21.1,0.245386623
3.895799583,0.94,1093,6286,18,22.6,0.235657895
43.71381443,0.35,15,11,3.7,4.3,0.959848485
0.242113046,0.42,19,12,3.1,4.4,0.970779221
130.7343657,0.86,2036,5305,9.4,11.2,0.55
142.1734734,0.92,1376,6223,14.8,17.4,0.354446779
5.353050149,0.94,1277,7360,15.8,18.1,0.307951308
142.6832144,0.93,1419,6223,14.8,17.1,0.363465537
2.553040299,0.97,624,9322,27.8,38,0.114928686
26.17405499,0.97,685,7915,26.7,37.4,0.142371763
17.68480525,0.95,1019,7947,20.5,23.6,0.201755702
35.43565412,0.96,931,7663,22.1,26,0.215225425
4.153548895,0.96,743,6638,25.9,29.4,0.149058949
145.0125693,0.93,1269,7663,16.1,18.2,0.338541667
24.89468177,0.97,708,8371,27,41.3,0.140213992
5.033319656,0.96,720,7332,25.1,30.6,0.167593623
140.9596961,0.91,1468,6323,14,16.9,0.38605042
143.6207696,0.93,1317,5992,15.6,17.8,0.337000887
5.986177094,0.97,656,7135,26.6,31.8,0.147921074
4.744970396,0.98,567,9162,31.2,42.3,0.106128944
13.23414619,0.95,854,6613,22.8,26.2,0.205151888
5.798121486,0.97,671,7341,27.2,32.2,0.150357744
6.901242379,0.97,562,8678,31.7,36.6,0.126975336
143.4042339,0.92,1185,6680,18.5,21.6,0.295472527
31.81117388,0.96,780,8028,26.2,29.9,0.18859045
5.250822486,0.98,435,8321,37,50,0.082194529
9.943729078,0.96,772,8955,27.4,31.5,0.161482624
141.0588653,0.91,1413,6472,15.9,18.5,0.412786596
145.9498537,0.94,1096,7086,19.7,21.6,0.277610693
21.92043465,0.95,923,7549,23.2,26,0.242636494
39.33264023,0.95,973,8085,23.8,25.8,0.217832512
30.27570454,0.96,846,8001,25.4,28.2,0.208264652
133.6339722,0.88,1664,4982,12.8,14.7,0.517391304
131.2422733,0.86,2085,4580,9.4,11.7,0.486316366
5.666452586,0.96,815,8479,22.8,31.8,0.155283447
4.101354822,0.94,1225,6893,16.3,17.7,0.223156511
146.1365774,0.94,1141,6935,17.9,19.9,0.234552154
124.7046959,0.84,2270,3974,8,8.9,0.537941397
142.0024145,0.92,1459,6701,13.9,21.3,0.320054945
27.64543766,0.95,966,7192,20.4,22.6,0.191893896
123.7772234,0.82,2059,4084,8.2,10.8,0.577890305
21.96601075,0.97,635,7782,28.7,40.5,0.125845229
139.7431169,0.9,1745,5883,12.1,14.7,0.374874552
145.8134772,0.94,1340,6082,16.7,18.3,0.283265625
14.38663561,0.94,1192,5855,17.4,18.9,0.23536859
145.8821419,0.94,1251,7588,16.9,19.3,0.238149228
7.966266636,0.97,808,8459,23.3,25.3,0.145737757
140.1559607,0.91,1672,5937,12.1,16.3,0.357563909
148.0592732,0.96,1032,6571,19.6,24.1,0.213710299
13.60498036,0.96,824,6993,22.8,25.3,0.161189889
4.811231687,0.96,825,6499,22.5,25.2,0.155064
147.5897337,0.95,1003,7286,19.8,21.9,0.192252874
12.89749139,0.96,769,8375,24.3,26,0.141849665
4.287645016,0.98,539,9019,31.2,42.9,0.098658256
10.23788341,0.96,784,8220,23.7,26.1,0.146320247
140.7078749,0.91,1559,6629,12.2,16.2,0.313544974
4.559335761,0.98,551,9105,31,42,0.100908194
121.3644823,0.81,1878,3124,8.8,17.6,0.562236842
71.56693214,0.57,1180,991,4.4,10.7,0.818300654
141.026514,0.91,1532,6284,14,28.7,0.345605469
120.0610467,0.82,1582,3076,11,20.1,0.516439095
119.7371075,0.82,1665,3108,10.9,20.7,0.482438017
135.5972579,0.89,1424,4198,15,24.7,0.40214851
47.85034798,0.92,1184,5131,19.8,35.4,0.271015673
96.45131793,0.69,1483,1575,8.9,17.3,0.638875
122.8609055,0.8,1536,2626,10.5,22.7,0.514178241
122.4975683,0.8,1535,2623,10.5,22.7,0.51634838
133.310774,0.85,1542,3513,13.1,26.3,0.437955539
132.6820854,0.87,1291,3658,15.6,31.3,0.371703704
134.591925,0.87,1289,3466,16.7,30.8,0.34462963
139.4341084,0.91,1224,4661,19.9,34.3,0.298977203
86.43663664,0.62,1400,1278,6.3,15.4,0.730886427
87.88052481,0.62,1303,1267,8.1,13.6,0.710398445
133.4259144,0.88,1480,4046,12.5,28,0.349811462
145.859639,0.94,1161,7158,18.2,25.6,0.247431058
119.3948837,0.79,1088,1945,17.9,22.4,0.39648796
116.625504,0.78,1099,1887,17.8,22.6,0.408496685
19.43365927,0.95,906,6962,20.2,41.4,0.168788514
26.29203343,0.96,809,7419,23.6,48.9,0.151239643
18.96054249,0.97,675,7311,28,56.2,0.124993544
137.5169973,0.9,1568,4695,13.3,24.8,0.351477242
142.8505948,0.93,1166,5322,16.6,34.8,0.240430785
101.0352388,0.95,1044,5929,19.5,41.3,0.216987729
92.68695173,0.95,993,6187,19.6,42.2,0.203411114
80.18868841,0.95,996,6271,23.5,43.7,0.214750045
51.93138569,0.96,834,6527,22.6,48.2,0.166089371
23.35689946,0.96,842,7515,23.7,48.9,0.155540436
23.81903568,0.96,779,7673,24.5,51.2,0.143608675
20.9017316,0.88,1067,3124,23.4,29.1,0.27573545
138.5602,0.9,1324,4659,14.4,31.9,0.32195122
140.9519306,0.91,1304,5333,15,32.1,0.289156115
21.89380523,0.91,1258,6243,14.5,33.8,0.262579635
3.101072333,0.96,797,7877,23.8,48.5,0.146225829
137.2261361,0.89,1457,5230,12.5,28.9,0.33236678
3.146926819,0.97,635,7144,29.5,59.6,0.114180491
16.92335111,0.97,586,7820,32.6,65,0.110179556
111.7336401,0.93,1077,5900,19.8,40.3,0.224902482
49.2858199,0.95,886,7118,23.4,47.1,0.172386295
134.326725,0.95,1013,6158,20.1,41.9,0.204092228
21.04521713,0.95,942,5948,21.3,43.2,0.178937187
71.1901033,0.95,983,6496,20.7,45.3,0.198073326
6.840893094,0.97,638,8764,30.5,58.8,0.11168419
144.9277874,0.95,1090,6390,19.4,40.6,0.219229239
24.19156667,0.96,894,7793,22.7,47,0.160583318
21.87493155,0.96,851,7458,22.6,44.6,0.157349978
136.514068,0.9,1425,4277,13.1,26.6,0.345598695
140.5205779,0.91,1300,5279,14.9,31.8,0.293554007
25.28466938,0.95,886,6519,21.1,43.9,0.171645643
16.49555901,0.94,708,3988,35,42.6,0.165873612
25.41795339,0.96,824,7298,24.3,49.6,0.15528138
32.8551119,0.96,773,7181,24.6,50.5,0.149119698
110.4323877,0.94,1039,6032,19.7,40.5,0.210804322
9.604154982,0.96,791,7242,23.6,49.2,0.149396645
8.407176242,0.96,767,8216,26.8,54.4,0.140229637
115.2776696,0.77,1116,1913,17.6,22.6,0.41226912
129.9703784,0.93,1068,6021,20,41,0.233348952
127.2308526,0.85,1672,3578,11.6,21.3,0.428753644
3.971558839,0.96,707,6208,28,54,0.130974732
126.7528308,0.82,1469,3331,11.3,25.8,0.44550185
89.37986442,0.68,1296,1231,5.6,13.1,0.702369718
122.5608541,0.82,1454,3079,26.6,27.9,0.445833333
120.8257701,0.81,1368,2828,27,28.8,0.4486056
129.3400165,0.85,1528,3437,28.5,30.5,0.371830908
137.6170302,0.9,1581,5109,11.5,27.1,0.329407407
132.0986159,0.88,1917,4555,9.8,22.3,0.458608827
136.1570861,0.9,1785,5030,11,26,0.405203165
121.8794054,0.83,1970,3427,6.6,17.6,0.557684499
81.77866341,0.92,1236,5233,41.4,43.5,0.266372093
124.4512671,0.84,1898,3736,8,19.6,0.527677892
134.3027943,0.88,1802,4660,8.5,24.1,0.419440209
119.5292454,0.8,1514,2638,22.3,23.9,0.465611686
126.7460257,0.86,1997,3955,7.2,20.1,0.494931973
136.9001047,0.89,1551,5210,19.5,22.3,0.336340496
93.40199197,0.64,1497,1355,8.1,9.6,0.683375104
82.52991558,0.92,1256,6069,42.5,44,0.247022363
137.2286028,0.89,1542,5287,18.1,20.1,0.312249589
105.9542013,0.74,1794,2301,10,11.9,0.583427816
107.1596056,0.74,1836,2214,9.6,12.5,0.560380952
95.36480785,0.66,1546,1625,8.2,10.2,0.686523258
24.15481447,0.28,212,150,4.4,5.1,0.938957476
124.75875,0.83,1728,3891,11.6,15.4,0.490580546
138.6334494,0.91,1526,5799,19,21.7,0.310151144
141.1954094,0.91,1519,6155,16.2,20.9,0.316123188
141.7567045,0.92,1438,5926,19.6,23.3,0.3000259
66.89801769,0.95,906,5879,53.5,56.2,0.180961712
144.2366578,0.94,1280,6085,22,26.6,0.266916823
144.0897434,0.94,1198,6914,25.7,27,0.232855731
145.7365583,0.94,1063,6624,25,30.1,0.207079365
119.2962551,0.83,1986,3558,9.7,12.8,0.550455085
73.25537765,0.55,1105,1070,7.4,8.3,0.817460317
33.95878166,0.29,376,245,4.4,5.5,0.928240741
80.04014721,0.58,1478,1196,5.1,6.7,0.798504526
139.3585788,0.91,1431,5598,22.2,23.8,0.312600438
122.429421,0.82,1409,2744,26,27,0.450799013
141.8657041,0.92,1398,5931,19.5,23.9,0.293526084
143.7450375,0.93,1294,6546,22.5,24.6,0.249363382
131.5188208,0.87,1869,5403,12.7,14.9,0.429289256
144.2119452,0.94,1237,5936,25.3,28.2,0.258703141
55.91723514,0.46,898,653,5.7,6.8,0.859122807
124.8567294,0.86,1935,3884,10.1,13.8,0.487437399
131.838183,0.87,1584,4211,14.2,17.3,0.393041788
138.3844839,0.9,1526,4928,16.6,20.2,0.317431562
137.7902541,0.89,1605,5142,17,19.9,0.344675325
141.9103962,0.92,1232,5272,21,23.3,0.260639975
143.4985663,0.93,1150,6053,22.4,25.9,0.231968301
123.2950954,0.83,1611,3569,14,15.9,0.496027332
85.84052695,0.64,1324,1725,8.8,9.6,0.734163443
119.7335933,0.8,1719,3558,11.5,15.3,0.522916667
139.7522273,0.91,1434,6669,21.4,23.9,0.297118652
142.6894146,0.93,1327,7061,23.7,25.2,0.242789116
136.3432032,0.89,1385,4668,22.8,23.4,0.298540469
128.914028,0.85,1413,3972,19.2,20.7,0.403576203
116.8590668,0.78,1865,3158,11.6,13.2,0.539131921
116.7989471,0.78,1526,2804,12.6,15.4,0.545703339
125.4890767,0.84,1660,3270,14.6,15.9,0.453385324
130.8295244,0.87,1735,4734,15.4,16.8,0.399305019
51.22423717,0.48,679,641,4.9,6.6,0.877804487
133.7336917,0.88,1499,4124,18.7,20.2,0.377484523
140.2616448,0.91,1406,6167,15.3,30.4,0.284825775
100.5646536,0.74,1480,1885,5.5,16.2,0.5934084
114.7375625,0.77,1308,1727,24,24.5,0.482325952
24.30957556,0.93,1116,5532,19.7,38.8,0.218611243
134.5160038,0.88,1361,3758,17.2,21.5,0.322929655
136.5873395,0.89,1288,4128,18.3,22.9,0.286349826
58.96949177,0.9,1284,4614,19.1,23.8,0.273102874
108.0237349,0.74,1736,2240,10.5,12.7,0.531086264
128.283799,0.84,1620,3627,14.3,16.9,0.398509258
115.6160088,0.78,1645,2814,10.9,14.3,0.51329635
110.3984415,0.75,1346,1788,21.2,22.2,0.496714456
116.9004731,0.78,1481,2636,12.1,15.4,0.483959489
133.7882035,0.88,1433,3627,16.7,19.5,0.347239866
126.2175985,0.84,1494,2949,14.6,16.4,0.414512613
139.5096193,0.91,1197,4610,20.2,24.8,0.274419341
139.5610624,0.91,1186,4491,20.2,24.9,0.270423894
69.08948016,0.92,1185,5200,22,25.4,0.253007516
59.91364648,0.93,1008,5243,23.2,29,0.217259111
38.26609015,0.93,950,4927,24.5,29.7,0.19451392
133.0725102,0.87,1466,4220,25.7,27.4,0.389542484
119.855023,0.79,1399,2584,13.7,16.2,0.460325849
133.3831752,0.87,1483,4358,15.8,19.7,0.344736941
73.52753035,0.92,1140,4753,22.8,26.5,0.260722375
59.16772067,0.92,1097,5054,22.5,27.6,0.237337006
52.1640336,0.92,1097,5710,22.5,29,0.229414719
53.27900673,0.94,931,5747,26.1,31.7,0.193205599
126.7181701,0.83,1716,3692,12.9,16,0.426465228
41.80629343,0.96,792,6749,29.7,36.2,0.150711244
116.0661493,0.77,1709,2410,12.3,13.4,0.505746167
137.2584331,0.9,1483,5199,28.1,30.1,0.340433925
137.4479223,0.89,1319,4594,18.6,21.9,0.299734939
135.6626713,0.9,1480,4566,28.2,30.6,0.376095735
60.53719655,0.93,1036,5385,23.5,29.3,0.219473738
29.87827078,0.97,666,7558,26.2,49,0.137083825
28.09103691,0.97,712,8140,24.5,48.1,0.140442413
21.00462708,0.97,564,7644,29.4,55.4,0.119768987
135.8651625,0.87,1473,5147,11.7,23.3,0.387858073
117.6840012,0.8,1372,2519,20.3,21.3,0.498015873
4.687389607,0.96,849,8313,21.1,41.4,0.162951989
4.043841851,0.96,704,7381,24.1,46.1,0.13788
38.62001363,0.96,794,8015,22.8,41.4,0.165058333
53.34555455,0.95,882,7576,20.5,38.9,0.190398887
47.58761709,0.96,871,7331,20.2,38.5,0.184910328
12.52189519,0.95,840,6690,21.5,38.5,0.177397015
137.7847768,0.89,1450,5443,13,24.6,0.354401154
33.21909098,0.97,661,7738,26.6,47.3,0.143603146
7.495983024,0.97,670,8938,25.9,45.4,0.139749313
143.5258975,0.92,1314,7095,13.5,27,0.290146646
5.232305569,0.98,482,9377,32.6,57.3,0.098881787
143.2123653,0.92,1297,6384,13.9,26.1,0.302050581
136.081824,0.87,1478,5006,11.4,24,0.384703434
128.9189352,0.84,1791,4877,8.2,17.8,0.469038462
134.9540837,0.88,1791,6037,8.8,20.5,0.414770141
3.471361959,0.97,615,7008,27.2,50.9,0.121000125
136.5546681,0.87,1534,4982,10.9,23.4,0.395913978
145.7397628,0.94,1064,6575,17.1,32.5,0.232855927
112.7176741,0.77,1324,2433,20.3,21.1,0.541522367
144.0234866,0.94,1039,7007,19.1,35.6,0.231057434
111.5609659,0.77,1380,2326,17.1,18.4,0.551049909
144.0968005,0.93,1249,7220,14.8,27.7,0.274903475
144.2788794,0.93,1238,7378,14.8,28.3,0.270083774
145.0431417,0.94,1068,6440,17.5,32.7,0.229797054
135.8967561,0.88,1624,5623,9.9,20.8,0.387696892
146.6025801,0.95,1033,7924,18.1,34.7,0.213354475
47.15929116,0.95,865,7336,21,39.5,0.185094697
4.262716548,0.96,841,8900,20.8,38.5,0.165698983
20.03790686,0.96,850,8433,21.4,42.4,0.175267038
138.2287099,0.9,1586,6475,10.7,22.8,0.355107527
133.1747095,0.88,1608,4287,25.1,27,0.37857855
137.2667937,0.89,1499,5730,12.8,23.2,0.369276438
50.31238048,0.95,933,6901,20.3,37,0.203493989
40.17979133,0.96,779,7672,23.2,42.3,0.167765663
105.7014439,0.91,1431,5224,29.7,32.4,0.326861675
62.31855343,0.52,607,698,5.3,6.7,0.882251082
23.0089935,0.88,955,2887,24,28,0.283408
29.5842994,0.91,772,3075,28.7,33.9,0.234778179
17.14222549,0.92,723,3480,32.4,38.7,0.200353703
27.99420601,0.93,730,3691,32.9,37.7,0.191848196
95.43193384,0.93,1230,5500,35,38.4,0.246327264
120.7318617,0.82,1095,2069,18,22.2,0.391907173
15.74151407,0.95,720,4415,36.8,41,0.168542006
15.03921636,0.84,1126,2419,18.6,24.2,0.339394985
9.31517676,0.96,625,5072,40,43.7,0.127873589
22.68179604,0.85,1038,2440,20.3,26.2,0.326857848
15.6473426,0.96,600,5148,42,47.4,0.134507813
24.72355983,0.88,1070,2850,22.4,27,0.291808133
7.836047747,0.974362,354.982081,5371.119929,61.78051,68.78824,0.076871899
103.7906405,0.72,1257,1521,13.9,18.9,0.493830904
19.15900965,0.95,605,4525,40.7,45.6,0.141396317
9.104374449,0.97,425,5056,54.1,59.2,0.087301749
37.12645957,0.88,935,2640,22.8,28,0.292355404
124.843175,0.82,1080,1977,18.7,23.7,0.373434294
15.88207609,0.95,735,4624,36.1,40.1,0.16064476
20.05471591,0.95,627,3860,37.7,45.1,0.158442947
20.73691355,0.96,533,4885,45.5,51.2,0.122919704
85.92727791,0.94,1053,6886,43,44.5,0.207141968
12.5233953,0.96,532,4533,45.8,50.7,0.117045218
16.2299057,0.96,525,5400,46.7,52.7,0.11644442
89.78815058,0.94,1068,6845,40.8,44.7,0.213794206
29.47445463,0.9,775,2719,28.2,34.4,0.243620906
38.89648189,0.91,811,3245,27.8,33.3,0.239254198
31.36677805,0.92,693,3299,33.7,39.2,0.202115612
25.29930282,0.95,603,4173,40.1,47.4,0.151664269
10.62823388,0.970722,498.348269,5668.0828,49.0869,54.10116,0.097121576
130.0696909,0.86,1306,3272,31.2,31.9,0.369338731
82.96075829,0.9,1230,4186,37.7,38.6,0.295536516
80.55259232,0.9,1209,4555,38.7,40.2,0.297473146
73.88994252,0.93,1004,5469,47.4,49,0.215276799
125.8594278,0.83,1186,2258,29.2,30.6,0.414285714
145.1170833,0.94,1092,5774,27.5,29.6,0.237828714
131.4300048,0.86,1647,3990,16.9,18.6,0.436863619
21.04624389,0.96,869,6795,30.5,33,0.161047856
12.29163095,0.97,625,8009,41.8,46.1,0.115097786
134.9725533,0.87,1431,3969,18.7,20.2,0.391893771
131.4114596,0.86,1390,4078,19.6,21.6,0.391013825
143.7563852,0.93,1157,6312,25.7,29.3,0.237571201
126.8282259,0.84,1467,3513,24.2,26.1,0.441295863
33.8768958,0.96,772,7375,37.9,40.8,0.148654811
19.82644875,0.95,783,7081,35.5,39.4,0.151765143
136.3722961,0.89,1391,4639,18.8,20.4,0.342512077
141.1306407,0.91,1250,5012,20,23.3,0.28854107
142.609852,0.92,1429,5888,16.8,26.8,0.263142687
142.6574812,0.93,1216,6078,18.8,30.7,0.231683782
142.560497,0.93,1231,5656,17.4,29,0.237313266
