MOF,Temp,Pres,Loading
 11092,298 ,11000 , 146.4288916515 
 11092,298 ,12000 , 146.8999924814 
 11092,298 ,15000 , 148.4484873236 
 11092,298 ,10 ,   0.0079156312 
 11092,298 ,100 ,   0.0873439578 
 11092,298 ,1000 ,   1.0066996366 
 11092,298 ,10000 , 145.1040441367 
 11092,298 ,20000 , 150.9132270838 
 11092,298 ,5000 ,   8.6094049684 
 11092,298 ,8000 ,  24.3599877285 
 11092,298 ,9000 ,  73.6152067411 
