MOF,Temp,Pres,Loading
 HIWKII_clean,298 ,11000 ,   2.5798795689 
 HIWKII_clean,298 ,12000 ,   2.6043500629 
 HIWKII_clean,298 ,15000 ,   3.5735709003 
 HIWKII_clean,298 ,10 ,   0.0015209561 
 HIWKII_clean,298 ,100 ,   0.0154123553 
 HIWKII_clean,298 ,1000 ,   0.1948175794 
 HIWKII_clean,298 ,10000 ,   2.3396698991 
 HIWKII_clean,298 ,20000 ,   5.1927807851 
 HIWKII_clean,298 ,5000 ,   1.0792028643 
 HIWKII_clean,298 ,8000 ,   2.1305553322 
 HIWKII_clean,298 ,9000 ,   2.0201677169 
