MOF,Temp,Pres,Loading
 BAZGAM_clean,298 ,11000 ,  68.6646916432 
 BAZGAM_clean,298 ,12000 , 151.1033851281 
 BAZGAM_clean,298 ,15000 , 152.4315159921 
 BAZGAM_clean,298 ,10 ,   0.0236488976 
 BAZGAM_clean,298 ,100 ,   0.2752299133 
 BAZGAM_clean,298 ,1000 ,   3.1127998560 
 BAZGAM_clean,298 ,10000 ,  63.8280924560 
 BAZGAM_clean,298 ,20000 , 155.1657767679 
 BAZGAM_clean,298 ,5000 ,  32.6783569703 
 BAZGAM_clean,298 ,8000 ,  53.8648542225 
 BAZGAM_clean,298 ,9000 ,  58.9577830112 
