MOF,Temp,Pres,Loading
 XEJTIR_clean,298 ,11000 ,   1.2825030158 
 XEJTIR_clean,298 ,12000 ,   1.3246116525 
 XEJTIR_clean,298 ,15000 ,   1.7406691217 
 XEJTIR_clean,298 ,10 ,   0.0002346819 
 XEJTIR_clean,298 ,100 ,   0.0042913260 
 XEJTIR_clean,298 ,1000 ,   0.0964877837 
 XEJTIR_clean,298 ,10000 ,   1.0713228386 
 XEJTIR_clean,298 ,20000 ,   2.1466687955 
 XEJTIR_clean,298 ,5000 ,   0.2921454300 
 XEJTIR_clean,298 ,8000 ,   0.8116305618 
 XEJTIR_clean,298 ,9000 ,   1.8002112704 
