MOF,Temp,Pres,Loading
 YIWPID_clean,298 ,11000 ,  73.7214588399 
 YIWPID_clean,298 ,12000 ,  72.0788690152 
 YIWPID_clean,298 ,15000 ,  76.7433712731 
 YIWPID_clean,298 ,10 ,   1.0173044563 
 YIWPID_clean,298 ,100 ,  13.4676413155 
 YIWPID_clean,298 ,1000 ,  53.9015439298 
 YIWPID_clean,298 ,10000 ,  73.3222354107 
 YIWPID_clean,298 ,20000 ,  77.5349225476 
 YIWPID_clean,298 ,5000 ,  66.0763147329 
 YIWPID_clean,298 ,8000 ,  71.2936987287 
 YIWPID_clean,298 ,9000 ,  70.9986294914 
