MOF,Temp,Pres,Loading
 PIHWOU_clean,298 ,11000 ,  81.2661985301 
 PIHWOU_clean,298 ,12000 ,  79.5292175261 
 PIHWOU_clean,298 ,15000 ,  84.8676409902 
 PIHWOU_clean,298 ,10 ,   8.2464488665 
 PIHWOU_clean,298 ,100 ,  54.3242996068 
 PIHWOU_clean,298 ,1000 ,  75.6858712242 
 PIHWOU_clean,298 ,10000 ,  84.1522880678 
 PIHWOU_clean,298 ,20000 ,  83.8345662173 
 PIHWOU_clean,298 ,5000 ,  77.3271004377 
 PIHWOU_clean,298 ,8000 ,  79.4046096277 
 PIHWOU_clean,298 ,9000 ,  76.9331253432 
