MOF,Temp,Pres,Loading
 XOSPEB_clean,298 ,11000 ,  71.6749333372 
 XOSPEB_clean,298 ,12000 ,  71.6746928279 
 XOSPEB_clean,298 ,15000 ,  71.6751137192 
 XOSPEB_clean,298 ,10 ,  71.6741817456 
 XOSPEB_clean,298 ,100 ,  71.6741817456 
 XOSPEB_clean,298 ,1000 ,  71.6742118093 
 XOSPEB_clean,298 ,10000 ,  71.6745725733 
 XOSPEB_clean,298 ,20000 ,  71.6749333372 
 XOSPEB_clean,298 ,5000 ,  71.6745124459 
 XOSPEB_clean,298 ,8000 ,  71.6745725733 
 XOSPEB_clean,298 ,9000 ,  71.6745725733 
