10019, 9000, 10000, 9500.00
10150, 8000, 9000, 8500.00
10152, 10000, 11000, 10500.00
10182, 5000, 8000, 6500.00
10193, 11000, 12000, 11500.00
10196, 8000, 9000, 8500.00
10267, 9000, 10000, 9500.00
10288, 9000, 10000, 9500.00
10959, 10000, 11000, 10500.00
11019, 10000, 11000, 10500.00
11088, 9000, 10000, 9500.00
11092, 9000, 10000, 9500.00
11093, 9000, 10000, 9500.00
1110, 100, 1000, 550.00
11338, 9000, 10000, 9500.00
11433, 9000, 10000, 9500.00
11474, 9000, 10000, 9500.00
11578, 10000, 11000, 10500.00
11611, 9000, 10000, 9500.00
11666, 10000, 11000, 10500.00
1216, 1000, 5000, 3000.00
12225, 9000, 10000, 9500.00
12268, 10000, 11000, 10500.00
12365, 10000, 11000, 10500.00
12586, 10000, 11000, 10500.00
12590, 10000, 11000, 10500.00
12615, 10000, 11000, 10500.00
12621, 9000, 10000, 9500.00
12625, 11000, 12000, 11500.00
12627, 12000, 15000, 13500.00
12628, 9000, 10000, 9500.00
12666, 10000, 11000, 10500.00
12721, 10000, 11000, 10500.00
12727, 9000, 10000, 9500.00
12802, 8000, 9000, 8500.00
13006, 1000, 5000, 3000.00
13008, 10000, 11000, 10500.00
13011, 10000, 11000, 10500.00
13180, 10000, 11000, 10500.00
13285, 10000, 11000, 10500.00
13331, 9000, 10000, 9500.00
13436, 1000, 5000, 3000.00
13440, 9000, 10000, 9500.00
13501, 1000, 5000, 3000.00
13504, 9000, 10000, 9500.00
1423, 10000, 11000, 10500.00
1712, 9000, 10000, 9500.00
1892, 10000, 11000, 10500.00
2011, 10000, 11000, 10500.00
2138, 9000, 10000, 9500.00
2190, 8000, 9000, 8500.00
2239, 11000, 12000, 11500.00
2325, 10000, 11000, 10500.00
3116, 10, 100, 55.00
3423, 9000, 10000, 9500.00
3425, 9000, 10000, 9500.00
3427, 10000, 11000, 10500.00
3709, 10000, 11000, 10500.00
3719, 10000, 11000, 10500.00
3802, 9000, 10000, 9500.00
3803, 10000, 11000, 10500.00
3901, 8000, 9000, 8500.00
3911, 10000, 11000, 10500.00
3941, 1000, 5000, 3000.00
4328, 9000, 10000, 9500.00
4466, 9000, 10000, 9500.00
4689, 9000, 10000, 9500.00
4758, 8000, 9000, 8500.00
4822, 5000, 8000, 6500.00
4898, 9000, 10000, 9500.00
4945, 9000, 10000, 9500.00
5075, 9000, 10000, 9500.00
5133, 9000, 10000, 9500.00
5135, 8000, 9000, 8500.00
5163, 1000, 5000, 3000.00
5187, 10000, 11000, 10500.00
5279, 9000, 10000, 9500.00
5283, 9000, 10000, 9500.00
5371, 10000, 11000, 10500.00
5523, 9000, 10000, 9500.00
5567, 9000, 10000, 9500.00
5651, 9000, 10000, 9500.00
5716, 10000, 11000, 10500.00
5719, 11000, 12000, 11500.00
579, 10000, 11000, 10500.00
5815, 5000, 8000, 6500.00
5816, 5000, 8000, 6500.00
5864, 5000, 8000, 6500.00
6026, 1000, 5000, 3000.00
6189, 11000, 12000, 11500.00
6267, 9000, 10000, 9500.00
6275, 9000, 10000, 9500.00
6516, 10000, 11000, 10500.00
6519, 10000, 11000, 10500.00
6524, 9000, 10000, 9500.00
667, 9000, 10000, 9500.00
6859, 11000, 12000, 11500.00
6891, 15000, 20000, 17500.00
6947, 11000, 12000, 11500.00
6976, 9000, 10000, 9500.00
7024, 11000, 12000, 11500.00
7174, 11000, 12000, 11500.00
7183, 12000, 15000, 13500.00
7222, 12000, 15000, 13500.00
7238, 10000, 11000, 10500.00
7240, 11000, 12000, 11500.00
7241, 12000, 15000, 13500.00
7281, 10000, 11000, 10500.00
7320, 11000, 12000, 11500.00
7365, 12000, 15000, 13500.00
7367, 9000, 10000, 9500.00
7410, 9000, 10000, 9500.00
7615, 10000, 11000, 10500.00
7665, 10000, 11000, 10500.00
7749, 9000, 10000, 9500.00
7765, 10000, 11000, 10500.00
7797, 11000, 12000, 11500.00
7838, 9000, 10000, 9500.00
7840, 5000, 8000, 6500.00
7841, 5000, 8000, 6500.00
7846, 8000, 9000, 8500.00
7850, 10000, 11000, 10500.00
7961, 9000, 10000, 9500.00
8006, 5000, 8000, 6500.00
8007, 9000, 10000, 9500.00
8008, 9000, 10000, 9500.00
8023, 12000, 15000, 13500.00
808, 10000, 11000, 10500.00
8081, 11000, 12000, 11500.00
8264, 10000, 11000, 10500.00
8354, 9000, 10000, 9500.00
8842, 5000, 8000, 6500.00
8859, 10000, 11000, 10500.00
9063, 8000, 9000, 8500.00
9187, 5000, 8000, 6500.00
9288, 9000, 10000, 9500.00
9384, 9000, 10000, 9500.00
9393, 100, 1000, 550.00
9429, 15000, 20000, 17500.00
9465, 9000, 10000, 9500.00
9470, 10000, 11000, 10500.00
9473, 12000, 15000, 13500.00
9516, 11000, 12000, 11500.00
9521, 11000, 12000, 11500.00
9555, 10000, 11000, 10500.00
9560, 10000, 11000, 10500.00
9561, 10000, 11000, 10500.00
9600, 9000, 10000, 9500.00
9605, 10000, 11000, 10500.00
9661, 10000, 11000, 10500.00
9667, 9000, 10000, 9500.00
9683, 5000, 8000, 6500.00
9684, 8000, 9000, 8500.00
9743, 9000, 10000, 9500.00
9875, 9000, 10000, 9500.00
9934, 9000, 10000, 9500.00
