MOF,Temp,Pres,Loading
 12615,298 ,11000 , 140.6877303506 
 12615,298 ,12000 , 140.9856730081 
 12615,298 ,15000 , 143.2668304886 
 12615,298 ,10 ,   0.0685069986 
 12615,298 ,100 ,   0.7159888269 
 12615,298 ,1000 ,   4.9194443167 
 12615,298 ,10000 ,  53.9849659634 
 12615,298 ,20000 , 144.3244892508 
 12615,298 ,5000 ,  28.8242568755 
 12615,298 ,8000 ,  41.2612211089 
 12615,298 ,9000 ,  48.3137026828 
