MOF,Temp,Pres,Loading
 3709,298 ,11000 ,        142.4287 
 3709,298 ,12000 ,        143.6306 
 3709,298 ,15000 ,        144.9828 
 3709,298 ,10 ,   0.0045121272 
 3709,298 ,100 ,   0.0523255515 
 3709,298 ,1000 ,   0.5871210213 
 3709,298 ,10000 ,  18.2667950858 
 3709,298 ,20000 ,        146.9359 
 3709,298 ,5000 ,   3.6179093256 
 3709,298 ,8000 ,   8.3752290881 
 3709,298 ,9000 ,  11.4839435944 
